Web ID,Region,Reported Date,Reported Year,Month Number,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
54151,Mediterranean,28-Sep-20,2020,,Sep,,3,3,1,,,,"Unknown (presumed hypothermia, dehydration)",Unspecified location in the Alboran Sea - They had left from the coast of Ceuta 10 day before,"Murcia Today, Europa Press","36.001378841254, -5.408078090625",Western Mediterranean,"https://archive.ph/YSkPG, https://archive.vn/5HZzs",Uncategorized,3
54153,Mediterranean,28-Sep-20,2020,,Sep,5,,5,,,5,,Presumed drowning,"Bodies washed ashore near the beach of Equestrian Club, Zuwara, Libya",IOM Libya,"32.943053157263, 12.076511131738",Central Mediterranean,,Uncategorized,4
54152,Mediterranean,28-Sep-20,2020,,Sep,4,,4,,,4,,Presumed drowning,"Bodies washed ashore near the beach of Ra's Ajdir, Libya",IOM Libya,"33.148840900000, 11.563174400000",Central Mediterranean,,Uncategorized,4
54150,Europe,27-Sep-20,2020,,Sep,1,,1,,,1,,Presumed drowning,"Body found on the bank of the Drina river in the village of Tabanci, near Zvornik, Bosnia and Herzegovina","Sarajevo Times, N1 Info","44.482311621525, 19.131708027197",Western Balkans,"https://archive.vn/ljNIU, https://archive.vn/0tZqh",Southern Europe,3
54149,Mediterranean,25-Sep-20,2020,,Sep,,15,15,120,,11,,Presumed drowning,"Off the coast of Al Khums, Libya. Last known location 34°04N 014°04E. Survivors were disembarkedt at Abusitta DP.",IOM Libya,"34.207194271095, 13.638115196715",Central Mediterranean,,Uncategorized,4
54155,Mediterranean,25-Sep-20,2020,,Sep,3,,3,,,,,Presumed drowning,Bodies recovered at unspecified location off the coast of Algeria,Algeria Ministry of Defense,"36.247309194891, 0.181128765430",Western Mediterranean,https://archive.vn/s2BIa,Uncategorized,5
54148,Mediterranean,25-Sep-20,2020,,Sep,3,13,16,22,5,8,2,Presumed drowning,"Boat departed from Zliten, Libya. Survivors were disembarked at Tripoli Port",IOM Libya,"32.635811559790, 14.699280174960",Central Mediterranean,,Uncategorized,4
54146,North Africa,22-Sep-20,2020,,Sep,1,,1,,,1,,Illness (diagnosed with COVID-19 but died due to other pathologies),"Hospital de La Candelaria, Santa Cruz de Tenerife, Tenerife, Canary Islands, Spain - after arriving by boat on 8 September",El Diario,"28.448062500000, -16.285614800000",Western African,https://archive.ph/NlrQw,Uncategorized,1
54144,Mediterranean,21-Sep-20,2020,,Sep,1,,1,,,,,Presumed drowning,"Body recovered at Almutred Shore, Libya",IOM Libya,"31.374583615634, 17.140440375000",Central Mediterranean,,Uncategorized,4
54138,Mediterranean,19-Sep-20,2020,,Sep,,3,3,51,,,,Presumed drowning,"Boat capsized off Garabulli, Libya",Alarm Phone,"32.826196796278, 13.697440925781",Central Mediterranean,"https://archive.vn/2hQPJ, https://archive.vn/7DDGP",Uncategorized,4
54157,Mediterranean,19-Sep-20,2020,,Sep,5,,5,,,,,Presumed drowning,Bodies recovered at unspecified location off the coast of Algeria,Algeria Ministry of Defense,"36.683617561259, 1.669921875000",Western Mediterranean,https://archive.ph/UCMlh,Uncategorized,5
54136,Mediterranean,19-Sep-20,2020,,Sep,2,,2,17,2,,1,Drowning,"Off the coast of Mu?la’s Bodrum district/Akyarlar, Turkey","Turkish Coast Guard, IOM Turkey","37.017961282704, 27.420926962891",Eastern Mediterranean,https://archive.ph/0fmEP,Uncategorized,5
54140,Mediterranean,19-Sep-20,2020,,Sep,1,,1,,,,,Presumed drowning,"Body recovered at Almutred Shore, Libya",IOM Libya,"31.636853939951, 17.492002875000",Central Mediterranean,,Uncategorized,4
54139,Mediterranean,19-Sep-20,2020,,Sep,1,,1,,,,,Pressumed drowning,"Body recovered at Al harsha, Azzawaya, Libya",IOM Libya,"32.851682600378, 12.671927608984",Central Mediterranean,,Uncategorized,4
54135,Mediterranean,17-Sep-20,2020,,Sep,1,,1,13,,1,,Presumed drowning,"24 miles west of Carloforte, Sardinia, Italy","ANSA, L'Unione Sarda","39.150776501640, 8.342806239453",Central Mediterranean,"https://archive.vn/cnMUr, https://archive.ph/spU3g",Uncategorized,3
54134,Europe,17-Sep-20,2020,,Sep,2,,2,,1,,1,Death during child birth,"Gemici village, Uzunkopru district, Edirne, Turkey",Gendarmerie General Command Turkey via IOM Turkey,"41.314080000000, 26.558250000000",,,Western Asia,5
54133,Mediterranean,17-Sep-20,2020,,Sep,2,1,3,19,2,,1,Drowning,"Close to Habibas island, Bouzedjar comune, Algeria",Liberté Algérie,"35.723781400000, -1.132303700000",Western Mediterranean,https://archive.vn/Prp9X,Uncategorized,1
54132,Mediterranean,17-Sep-20,2020,,Sep,3,1,4,5,1,1,2,Drowning,"Bodies recovered 5,5 km north of Ouled Ghalem, 90 km east of Mostaganem, Algeria","TdG, Infobae","36.836715952738, 1.653220265625",Western Mediterranean,"https://archive.ph/KBefP, https://archive.vn/5LyPJ",Uncategorized,3
54124,Mediterranean,14-Sep-20,2020,,Sep,4,,4,,2,2,2,Drowning,"Aegean Sea, 12 nautical miles east of the prefecture of Crete, Greece",Hellenic Coast Guard via IOM Greece,"35.091927679394, 27.445987850000",Eastern Mediterranean,https://archive.ph/iadQ4,Uncategorized,5
54122,Europe,14-Sep-20,2020,,Sep,1,,1,,,1,,Heart attack,"Evros/Meriç River, Edirne District, Turkey - He had a heart attack while attempting to cross the river, he was taken to the hospital and was pronounced dead there",Gendarmerie General Command Turkey via IOM Turkey,"41.661485628906, 26.495976340820",,,Western Asia,5
54125,Mediterranean,14-Sep-20,2020,,Sep,2,22,24,45,,24,,Presumed drowning,"Unspecified location, north of Alzzawiya, Libya",IOM Libya,"33.121076423723, 12.518816471875",Central Mediterranean,,Uncategorized,4
54118,Mediterranean,9-Sep-20,2020,,Sep,1,,1,,,1,,Presumed drowning,"Alboran Sea, washed ashore at Isla Isabel II, Islas Chafarinas, Spain",Sergio Rodrigo Ruiz (independent journalist),"35.181636600000, -2.430136200000",Western Mediterranean,https://archive.ph/oqywV,Uncategorized,1
54129,Mediterranean,8-Sep-20,2020,,Sep,,2,2,155,1,1,1,Presumed drowning,"Aegean Sea, 70 miles off Bodrum, Turkey",Turkish Coast Guard via IOM Turkey,"36.964213798634, 27.404447470703",Eastern Mediterranean,https://archive.vn/IZMvY,Uncategorized,5
54110,North Africa,8-Sep-20,2020,,Sep,2,,2,56,,,,"Unknown (presumed dehydration, hypothermia)","Rescued 5km off the coast of Las Galletas, Santa Cruz de Tenerife, Canary Islands, Spain - one person was dead on arrival and one died in La Candelaria hospital on 10 September 2020","EFE, Europa Press, Diario de Avisos","27.961148271543, -16.654661045508",Western African,"https://archive.ph/XptFi, https://archive.vn/XZakU, https://archive.ph/fdsRM, https://archive.vn/nuSth",Uncategorized,3
54088,Mediterranean,7-Sep-20,2020,,Sep,1,,1,,,,,Presumed drowning,"Remains washed ashore at Restinga beach, Fnideq, Morocco",Ceuta al día,"35.843276500000, -5.361034600000",Western Mediterranean,https://archive.vn/iZ9Ax,Uncategorized,1
54121,Mediterranean,7-Sep-20,2020,,Sep,10,2,12,37,,,2,"Presumed lack of access to food and water, Presumed drowning","Unspecified location in international waters, off the coast of Lebanon; bodies recovered in four separate locations off the north and south coasts of Lebanon - On September 7, the boat had set off from Tripoli, Lebanon, heading towards Cyprus.","UNIFIL, AFP, AP","34.457244675196, 35.605450409375",Eastern Mediterranean,"https://archive.ph/BTvIN, https://archive.vn/3N67A, https://archive.ph/3qZAo",Uncategorized,3
54089,Europe,6-Sep-20,2020,,Sep,1,,1,,,1,,Asphyxiation,"At the dock of Ancona, Italy - on board of a ferry coming from Greece",ANSA,"43.615829900000, 13.518915000000",,https://archive.vn/17yFC,Southern Europe,1
54109,North Africa,5-Sep-20,2020,,Sep,1,,1,,,,,Unknown (pending),"At the gate of Zintan hospital, Zintan, Libya",IOM Libya,"31.802412200000, 12.300580300000",,,Northern Africa,4
54092,Mediterranean,5-Sep-20,2020,,Sep,1,,1,,,,,Presumed drowning,"Remains washed ashore at San Lorenzo beach, Meilla , Spain","Heraldo, La Sexta","35.287105900000, -2.937332800000",Western Mediterranean,"https://archive.vn/tVGCz, https://archive.ph/Yk7dp",Northern Africa,3
54108,Mediterranean,4-Sep-20,2020,,Sep,2,,2,,,2,,Presumed drowning,"Remains washed ashore west of Sabratha, Libya",IOM Libya,"32.813424186061, 12.399396977930",Central Mediterranean,https://archive.ph/SxmeZ,Uncategorized,4
54107,Europe,4-Sep-20,2020,,Sep,1,,1,,,1,,Accident (killed by car),"State road 115, Agrigento, Sicily, Italy - while fleeing from asylum seeker residence ""Villa Sikania"" where he was in quarantine after arrival on August 1st","InfoMigrants, AP, Agrigento Notizie","37.255860600000, 13.663589100000",,"https://archive.ph/cTJHo, https://archive.vn/T531O, https://archive.ph/QHelL",Southern Europe,3
54078,Mediterranean,1-Sep-20,2020,,Sep,1,,1,,1,,,,"Alboran Sea, 50 metres off the coast of Isla del Rey, Islas Chafarinas, Spain","La Vanguardia, El Faro de Melilla","35.180748200000, -2.423032900000",Western Mediterranean,"https://archive.vn/hNmyx, https://archive.ph/swHJP",Uncategorized,3
54077,Mediterranean,31-Aug-20,2020,,Aug,,3,3,18,,,,Presumed drowning,Mediterranean Sea approximately at position 33 54 / 012 38 at 1533z,Sea-Watch,"33.351235568583, 12.500514732812",Central Mediterranean,https://archive.ph/Um8Su,Uncategorized,4
54074,Mediterranean,30-Aug-20,2020,,Aug,3,1,4,16,1,2,,Fire,"Off the coast of Crotone, Calabria, Italy","La Reppublica, Al Jazeera","39.094117289475, 17.176090898921",Central Mediterranean,"https://archive.vn/Ix1rN, https://archive.vn/A486d",Uncategorized,3
54073,Mediterranean,28-Aug-20,2020,,Aug,3,,3,,,,,Presumed drowning,"Remains washed ashore at Abukamash coast, Libya",IOM Libya,"33.074222400000, 11.736723300000",,,Uncategorized,4
54072,Mediterranean,28-Aug-20,2020,,Aug,1,,1,,,1,,Presumed drowning,"Remains washed ashore at Surman coast, Libya",IOM Libya,"32.798303773509, 12.569261486421",Central Mediterranean,,Uncategorized,4
54071,Mediterranean,28-Aug-20,2020,,Aug,1,3,4,130,,1,,Presumed drowning,Unspecified location between Libya and Italy or Malta,MV Louise Michel,"35.079702383961, 15.951074185116",Central Mediterranean,https://archive.ph/GCWG8,Uncategorized,4
54069,Mediterranean,27-Aug-20,2020,,Aug,1,,1,,,1,,Presumed drowning (hit by a ferry),"At the Ribera 2 dock, Melilla, Spain","Europa Press, El Faro de Melilla","35.290922993705, -2.928543182751",Western Mediterranean,"https://archive.vn/J3eIe, https://archive.vn/NCqCi",Uncategorized,3
54066,Mediterranean,23-Aug-20,2020,,Aug,2,,2,2,,,,Presumed drowning,"Bodies washed ashore at Farwa Island, Libya",IOM Libya,"33.110920300000, 11.715369700000",Central Mediterranean,,Uncategorized,4
54065,Mediterranean,23-Aug-20,2020,,Aug,20,,20,,,20,,Presumed drowning,"Bodies washed ashore near Abukamash, Libya",IOM Libya,"33.074222400000, 11.736723300000",Central Mediterranean,,Uncategorized,4
54064,Europe,23-Aug-20,2020,,Aug,2,,2,,,1,,Presumed drowning,"Tisza River, at the Serbia-Hungary border",IOM Serbia,"46.150525993629, 20.083331001655",Western Balkans,,Southern Europe,4
54049,Mediterranean,22-Aug-20,2020,,Aug,,11,11,4,1,,2,Presumed drowning,"Alborán Sea, 32 nautical miles south of Cabo de Gata, Almería, Spain - boat departed from Algeria","La Voz de Almería, Caminando Fronteras, CGT Salvamento Marítimo","36.349375013216, -2.231262071875",Western Mediterranean,"https://archive.vn/p2Qx8, https://archive.ph/eSiuR, https://archive.vn/02ocJ",Uncategorized,4
54063,Europe,21-Aug-20,2020,,Aug,1,,1,6,,1,,Vehicle Accident,"???????? – ???????? road, near Didymoteicho, Evros, Greece","IOM Greece, Evros News","41.332827604929, 26.499985951390",,https://archive.vn/tFr8Y,Southern Europe,4
54052,Mediterranean,20-Aug-20,2020,,Aug,2,,2,,,2,,Presumed drowning,"Bodies washed ashore near Abukamash, Libya",IOM Libya,"33.074222400000, 11.736723300000",Central Mediterranean,,Uncategorized,4
54051,Mediterranean,20-Aug-20,2020,,Aug,1,,1,,,1,,Presumed drowning,"Bodies washed ashore at Abukamash Coast, Libya",IOM Libya,"33.074222400000, 11.736723300000",Central Mediterranean,,Uncategorized,4
54050,North Africa,20-Aug-20,2020,,Aug,5,,5,11,,,,"Unknown (presumed dehydration, hypothermia)","110 miles south of Gran Canaria, Canary Islands, Spain - one person died while being transported to the hospital","Europa Press, La Voz de Asturias","26.316616056088, -15.789136518750",Western African,"http://archive.vn/HyomC, http://archive.vn/cOtek, http://archive.vn/p4liZ",Uncategorized,3
54062,Mediterranean,20-Aug-20,2020,,Aug,5,,5,,,5,,Presumed drowning,"Remains washed ashore at Abukamash Coast,, Libya",IOM Libya,"33.107013198928, 11.765104633686",Central Mediterranean,,Uncategorized,4
54007,Mediterranean,20-Aug-20,2020,,Aug,1,,1,8,,,,Accident (while attempting to jump over the fence),"At the Spain-Morocco border, in Melilla, Spain","EFE, Europa Press","35.290596130484, -2.970026316113",Western Mediterranean,"https://archive.vn/ijeN0, https://archive.vn/eQLet, https://archive.vn/2tiTM",Northern Africa,3
54005,Europe,19-Aug-20,2020,,Aug,1,,1,,,1,1,Presumed drowning,"Body washed up on the beach of Sangatte, Pas-de-Calais, France",French Minister Delegate in charge of Citizenship,"50.946696000000, 1.756665000000",Calais to United Kingdom,"https://archive.ph/60LlH, https://archive.vn/AMYkJ",Western Europe,5
54054,Mediterranean,19-Aug-20,2020,,Aug,1,2,3,15,,1,,Presumed drowning,"Off the coast of the Jediadah area between the cities of Zarzis and Ben Guerdane, Tunisia","Al-Jawhara FM, Tunisie Numerique, Realites Online, Alarm Phone","33.398087148493, 11.350214037500",Central Mediterranean,"https://archive.ph/YiXi4, https://archive.vn/K0CFB, https://archive.vn/mQ98V, https://archive.vn/yJGSx",Uncategorized,3
54008,North Africa,19-Aug-20,2020,,Aug,15,,15,,,,,"Unknown (presumed dehydration, hypothermia)","81 miles south-west of Gran Canaria, Canary Islands, Spain","EFE, El País, Europa Press","25.645049858858, -16.690015425000",Western African,"https://archive.ph/5x6xw, https://archive.vn/p4QdW, https://archive.vn/bB3RR, http://archive.ph/pIqQi",Uncategorized,3
54002,Mediterranean,17-Aug-20,2020,,Aug,12,33,45,37,,43,,Presumed drowning,"Approximately 5 nautical miles off the coast of Zuwara, Libya; bodies washed ashore near Abukamash, Libya.",IOM Libya,"33.024841471287, 12.135219322656",Central Mediterranean,,Uncategorized,4
54001,Europe,17-Aug-20,2020,,Aug,2,,2,,,2,,Drowning,"Drina River, at the Serbia-Bosnia border",IOM Serbia,"44.015749800000, 19.240193300000",Western Balkans,,Southern Europe,4
53998,Europe,16-Aug-20,2020,,Aug,2,,2,10,,1,,Vehicle Accident,"On the regional road Strumica-Stip, at the Radovish junction, North Macedonia",Ministry of Internal Affairs,"41.626431800000, 22.442500800000",Western Balkans,https://archive.ph/jDfnC,Southern Europe,5
53997,Mediterranean,15-Aug-20,2020,,Aug,2,,2,3,,2,,Suffocation,"At the port of Valencia, Spain - They were found dead inside a container on the Liberian ship ""Sag Good Timing"", coming from Algeria.","Europa Press, Las Provincias","39.448085100000, -0.316926700000",Western Mediterranean,"https://archive.vn/kg1n1, https://archive.ph/tmfpU",Uncategorized,3
53987,Mediterranean,10-Aug-20,2020,,Aug,1,,1,37,,1,1,Drowning,"Off the coast of Annaba, Algeria","D Zair Daily, Algerie 360","37.021735703856, 7.816825014844",Central Mediterranean,"https://archive.ph/Q8etG, https://archive.vn/DY4Jy",Uncategorized,1
53994,Europe,9-Aug-20,2020,,Aug,1,,1,,,1,,Drowning,"Tisa River, crossing from Hungary into Serbia",IOM Serbia,"46.143686021635, 20.062342687866",,,Southern Europe,5
53993,Europe,7-Aug-20,2020,,Aug,2,,2,,,2,,Drowning,"At the port of Valencia, Spain - They arrived in the Liberian ship ""Leto"", coming from Ivory Coast. The jumped off the ship just before it docked.","Efe, El País","39.448085100000, -0.316926700000",,"https://archive.vn/GAHzk, https://archive.vn/x3oJX",Southern Europe,3
53986,North Africa,5-Aug-20,2020,,Aug,10,,10,10,,,,Presumed drowning,"20km southeast of Dakhla, Western Sahara","EFE, El País","23.797524746715, -16.037735226172",Western African,"https://archive.ph/unTq8, https://archive.vn/K0WF2",Uncategorized,3
53955,Europe,5-Aug-20,2020,,Aug,7,,7,5,,,,Vehicle Accident,"Ardani intersection in Alexandroupoli, Greece",IOM Greece,"40.845719300000, 25.873962000000",,https://archive.ph/aR0uE,Southern Europe,4
53992,Mediterranean,4-Aug-20,2020,,Aug,5,,5,,,,,Presumed drowning,"Remains recovered near Tajoura, Libya",IOM Libya,"32.881009694121, 13.409300320312",Central Mediterranean,,Uncategorized,4
53954,North Africa,3-Aug-20,2020,,Aug,7,13,20,40,5,2,,Drowning,"Off the coast of Tarfaya, Morocco","Caminando Fronteras, h24info.ma","27.961800397219, -12.955810856836",Western African,"https://archive.ph/C11at, https://archive.vn/rf0Yu, https://archive.vn/ft0Mv",Uncategorized,4
53945,Mediterranean,2-Aug-20,2020,,Aug,1,7,8,3,,7,,Drowning,"Alboran Sea, 70 nautical miles off the coast of Almería, Spain","Caminando Fronteras, Europa Press, La Voz de Almería","35.938908600000, -3.035714100000",Western Mediterranean,"https://archive.ph/RZ5Jk, https://archive.vn/n5oWF, https://archive.ph/qKpDF",Uncategorized,4
53944,Mediterranean,2-Aug-20,2020,,Aug,2,,2,55,,,,Unknown,"Remains recovered near Zliten, Libya",IOM Libya,"32.545175586025, 14.620544935156",Central Mediterranean,,Uncategorized,4
53943,Mediterranean,1-Aug-20,2020,,Aug,,10,10,79,,10,,Presumed drowning,"Unspecified location off the coast of Libya, survivors disembarked at the Abu Sittah Naval Base, Tripoli, Libya",IOM Libya,"32.901345400000, 13.227395000000",Central Mediterranean,,Uncategorized,4
53940,Mediterranean,30-Jul-20,2020,,Jul,1,,1,11,,1,,Dehydration and starvation,"Alboran Sea, 56 nautical miles east of Carboneras, Almería, Spain - boat departed from Algeria","La Voz de Almería, Canal Sur","36.214401400000, -3.419552700000",Western Mediterranean,"https://archive.ph/ZEYOJ, https://archive.vn/p2faq",Uncategorized,3
53951,Mediterranean,30-Jul-20,2020,,Jul,2,,2,13,,2,,Drowning,"Alboran Sea, off the coast of Ras El Ma, Nador, Morocco",NadorCity,"35.193268064197, -2.416617445508",Western Mediterranean,https://archive.ph/ovWsL,Uncategorized,1
53939,Mediterranean,29-Jul-20,2020,,Jul,9,,9,6,,1,,Presumed drowning,"Unspecified location off the coast of Libya - survivors disembarked in Tajoura, Libya",IOM Libya,"33.173460414538, 13.442259304687",Central Mediterranean,,Uncategorized,4
53933,Mediterranean,27-Jul-20,2020,,Jul,1,,1,11,,,,Drowning,"Unspecified off the coast of Zarzis, Tunisia","Alarm Phone, TN24, Directinfo","33.501813242461, 11.158187241797",Central Mediterranean,"https://archive.vn/igyO9, https://archive.vn/VFIbQ, https://archive.vn/4sc9n",Uncategorized,4
53934,Mediterranean,27-Jul-20,2020,,Jul,3,,3,71,,3,2,Shot,"Al Khums disembarkation point, after being intercepted off the coast of Libya","IOM Libya, UNHCR","32.650950500000, 14.267898900000",Central Mediterranean,"https://bit.ly/2X4pPTZ, https://archive.vn/Az9ms, https://archive.ph/VKC1k",Northern Africa,4
53932,Mediterranean,26-Jul-20,2020,,Jul,1,2,3,13,,,,Presumed drowning,"Unspecified location off the coast of Melloulech, Tunisia","Alarm Phone, Webdo","35.141411497282, 11.123592798047",Central Mediterranean,"https://archive.vn/igyO9, https://archive.vn/eL6VM",Uncategorized,4
53927,North Africa,23-Jul-20,2020,,Jul,1,,1,,,1,,Presumed drowning,"Body found 1 nautical mile (1,85 Km) off the coast of Morro Jable, Fuerteventura, Canary Islands, Spain",EFE,"28.000194883257, -14.368031492187",Western African,https://archive.ph/tJzex,Uncategorized,1
53919,Mediterranean,22-Jul-20,2020,,Jul,,6,6,8,,,,Presumed drowning,"Gibraltar Strait, between Tangiers, Morocco, and Algeciras, Cádiz, Spain",Caminando Fronteras,"35.998239800000, -5.687873600000",Western Mediterranean,"https://archive.ph/wqD8P, https://archive.ph/kt28g",Uncategorized,4
53918,Mediterranean,21-Jul-20,2020,,Jul,1,,1,,,,,Presumed drowning,Body spotted floating at sea by Sea-Watch's Moonbird in position 33º25N 015º15E,Sea-Watch,"33.368527742572, 15.367405414581",Central Mediterranean,https://archive.vn/FD0qu,Uncategorized,4
53924,Mediterranean,20-Jul-20,2020,,Jul,,2,2,,,2,,Presumed drowning,"Unspecified location in the Gibraltar Strait, off the coast of Tanger, Morocco","Caminando Fronteras, Xibaaru.sn","35.825187212638, -5.794128860547",,"https://archive.vn/465y7, https://archive.vn/wPJZR, https://archive.ph/mBbqp",Uncategorized,4
53923,Europe,19-Jul-20,2020,,Jul,1,,1,,,1,,Unknown,"On the shore of the Lake Bile?a in Miruše, Bile?a Municipality, Bosnia and Herzegovina","Nezavisne, Klix","42.825215600000, 18.439474000000",Western Balkans,"https://archive.ph/zPbsx, https://archive.vn/TtvoZ",Southern Europe,3
53910,Mediterranean,19-Jul-20,2020,,Jul,,2,2,88,,2,,Presumed drowning,"Unspecified location off the coast of Libya - survivors disembarked at Al Khums, Libya",IOM Libya,"33.282335972307, 14.319168319491",Central Mediterranean,,Uncategorized,4
53950,North Africa,18-Jul-20,2020,,Jul,,63,63,,20,,1,Presumed drowning,"Left from Tarfaya, Morocco with the Canary Islands as presumed destination, disappeared without a trace","Alarm Phone, Caminando Fronteras, Spanish Refugee Commission","27.988482516115, -12.957184147852",Western African,"https://archive.ph/kLsWx, https://archive.vn/IKCqI, https://archive.vn/nqtDx, https://archive.vn/0RBj4",Uncategorized,4
53916,Mediterranean,15-Jul-20,2020,,Jul,1,,1,72,,,,Presumed drowning,"Off the coast of Mahdia, Tunisia",Réalités,"35.518655224434, 11.110265677734",Central Mediterranean,https://archive.ph/B83ej,Uncategorized,1
53905,Mediterranean,14-Jul-20,2020,,Jul,1,,1,,,1,,Presumed drowning,"Off the coast of Gergaresh, Libya",IOM Libya,"32.869652400000, 13.109168200000",Central Mediterranean,,Uncategorized,4
53900,Europe,12-Jul-20,2020,,Jul,1,,1,,,1,,Unknown,"Vrelo, Kumanovo, North Macedonia","IOM North Macedonia, Sloboden Pecat","42.132289500000, 21.725693600000",Western Balkans,https://archive.ph/9K6SK,Southern Europe,1
53904,Mediterranean,12-Jul-20,2020,,Jul,,4,4,1,,4,,Presumed drowning,"Boat departed from Tunisia with the aim of reaching Italy, but drifted and capsized off the coast of northwestern Crete, Greece",Hellenic Coast Guard via IOM Greece,"35.696445773266, 23.523868709375",Central Mediterranean,,Uncategorized,5
53902,Europe,10-Jul-20,2020,,Jul,1,,1,2,,1,,Presumed drowning,"At the port of Durrës, Albania","Shqiptarja, Exit","41.313922000000, 19.455799000000",,"https://archive.vn/BsSI0, https://archive.ph/rNGk9",Southern Europe,1
53889,Mediterranean,8-Jul-20,2020,,Jul,,7,7,18,,,,Presumed drowning,Unspecified location off the coast of Libya,IOM Libya,"31.337056416698, 17.492002875000",Central Mediterranean,,Uncategorized,4
53883,Europe,2-Jul-20,2020,,Jul,1,,1,,,1,,Shot,"Kulen Vakuf, Bosnia near border with Croatia",Fena News,"44.562805523157, 16.033354741612",Western Balkans,"https://archive.ph/pgULu, https://archive.ph/gsEkR",Southern Europe,3
54105,Europe,30-Jun-20,2020,,Jun,2,,2,,1,1,,Drowning,"Evros/Meriç River, Doyran Village, Ad?yaman Province, Turkey",Gendarmerie General Command Turkey via IOM Turkey,"41.194149204407, 26.319298046875",,,Western Asia,5
53914,Mediterranean,30-Jun-20,2020,,Jun,1,,1,,,,,Unknown,Body spotted floating at sea by Sea-Watch's Seabird in position 34º00N 012º05E,Sea Watch,"33.852169701407, 11.392822265625",Central Mediterranean,https://archive.vn/pckdC,Uncategorized,4
53913,Mediterranean,29-Jun-20,2020,,Jun,1,,1,,,,,Unknown (found on dinghy),Body spotted floating at sea by Sea-Watch's Seabird in position 34º15N 012º25E at 1333z,Sea Watch,"34.250000000000, 12.416666700000",Central Mediterranean,https://archive.ph/WOqLr,Uncategorized,4
53880,Mediterranean,29-Jun-20,2020,,Jun,1,3,4,35,1,,1,Drowning,"Off the coast of Ayvalik, Turkey",Turkish Coast Guard,"39.283195240031, 26.528049855767",Eastern Mediterranean,"https://archive.ph/0g7n7, https://archive.ph/brFro",Uncategorized,5
53879,Middle East,28-Jun-20,2020,,Jun,61,,61,1,,,2,Drowning,"Van Lake near Alt?nsaç, Geva? district, Turkey","Turkish Ministry of the Interior via IOM Turkey, Haber Turk, ANF News, ODA TV, The Record","38.518774822675, 42.942282999712",,"https://archive.ph/t8oRR, https://archive.ph/3eMBZ, https://archive.ph/pP9d5, https://archive.ph/48DCa",Western Asia,4
53876,Middle East,27-Jun-20,2020,,Jun,1,,1,41,,,,Vehicle accident,"Near the Yumakl? neighborhood of Muradiye district, Van, Turkey","Daily Sabah, ILHA","39.003023137734, 43.753222342510",,"https://bit.ly/387EjXA, https://bit.ly/2Vs0PoY",Western Asia,3
53875,Mediterranean,26-Jun-20,2020,,Jun,,8,8,94,,8,,Drowning,"Swept overboard at unspecified location off the coast of Khums, Libya",IOM Libya,"32.939587014158, 14.554916722266",Central Mediterranean,,Uncategorized,4
53922,Europe,23-Jun-20,2020,,Jun,1,,1,,,1,,Heart failure (fire),"In a hospital in Tuzla, Bosnia and Herzegovina",IOM Bosnia and Herzegovina,"44.536604100000, 18.692419600000",Western Balkans,https://archive.vn/jwhde,Southern Europe,2
53865,Mediterranean,21-Jun-20,2020,,Jun,3,3,6,4,,3,,Drowning,"Off the coast of Oran, Algeria",Djazairess,"35.730516937037, -0.640425064063",Western Mediterranean,https://archive.ph/spO0g,Uncategorized,3
53864,Mediterranean,20-Jun-20,2020,,Jun,5,,5,19,,,,Drowning,"Off the coast of Janzour, Tripoli, Libya",IOM Libya,"32.848618879341, 13.010127972461",Central Mediterranean,,Uncategorized,4
53912,Mediterranean,19-Jun-20,2020,,Jun,1,,1,,,,,Presumed drowning,Body spotted floating at sea by NGO vessel Mare Jonio in position 34º25N 012º22E,Mediterranea,"34.416666700000, 12.366666700000",Central Mediterranean,https://archive.ph/bs28h,Uncategorized,4
53885,Europe,19-Jun-20,2020,,Jun,,1,1,2,,,,Presumed drowning,"Drina River near Pavlovi? Bridge, Bosnia and Herzegovina",ATV,"44.775011417116, 19.339542312164",Western Balkans,https://archive.ph/ROEaL,Southern Europe,1
53863,Europe,19-Jun-20,2020,,Jun,1,,1,6,,,,Vehicle accident,"E90 highway, close to Kavala, Greece","Associated Press, Xinhua","40.958352069032, 24.469170931641",,"https://archive.ph/xZBA0, https://archive.vn/tsacV",Southern Europe,3
53862,Middle East,16-Jun-20,2020,,Jun,1,,1,,,,,Shot,"Dibba Al-Fujairah region, Oman-UAE border","Embassy of the Sultanate of Oman, Anadolu Agency, Erem News","25.591117100000, 56.259403300000",,"https://archive.ph/pzmD1, http://archive.ph/kU3as, https://archive.ph/GrrX0",Western Asia,5
53854,Mediterranean,13-Jun-20,2020,,Jun,6,6,12,20,1,10,2,Presumed drowning,"Off the coast of Surman, Alazzawaya, Libya",IOM Libya,"32.799121421180, 12.571950861963",Central Mediterranean,,Uncategorized,4
53856,Europe,11-Jun-20,2020,,Jun,1,,1,,,1,,Hit by train,"On the railway Veles-Gradsko, near Zgropolci, North Macedonia",Ministry of Interior,"41.648970100000, 21.866546800000",,https://archive.ph/wXE1Z,Southern Europe,5
